File_Name,Label,Stage
Tomato_Yellow_Leaf_Curl_Virus/image (2477).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (5336).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4299).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4408).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2739).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4266).JPG,Tomato_Yellow_Leaf_Curl_Virus,valid
Tomato_Yellow_Leaf_Curl_Virus/image (3920).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2909).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1249).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4913).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4817).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3360).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2328).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3408).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2515).JPG,Tomato_Yellow_Leaf_Curl_Virus,valid
Tomato_Yellow_Leaf_Curl_Virus/image (2078).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (2898).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (43).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1230).JPG,Tomato_Yellow_Leaf_Curl_Virus,valid
Tomato_Yellow_Leaf_Curl_Virus/image (1870).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1747).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3153).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3439).JPG,Tomato_Yellow_Leaf_Curl_Virus,valid
Tomato_Yellow_Leaf_Curl_Virus/image (4309).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1481).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (1629).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2516).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2819).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2782).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4694).JPG,Tomato_Yellow_Leaf_Curl_Virus,valid
Tomato_Yellow_Leaf_Curl_Virus/image (4216).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4161).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (706).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (3523).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3991).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (138).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2493).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (492).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (3365).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1755).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (792).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2951).JPG,Tomato_Yellow_Leaf_Curl_Virus,valid
Tomato_Yellow_Leaf_Curl_Virus/image (4413).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2671).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3664).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3960).JPG,Tomato_Yellow_Leaf_Curl_Virus,valid
Tomato_Yellow_Leaf_Curl_Virus/image (1773).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (575).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2079).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4660).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (342).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3280).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3870).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4077).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4797).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (436).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (2887).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2614).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (2767).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1159).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3661).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (128).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1585).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4773).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (861).JPG,Tomato_Yellow_Leaf_Curl_Virus,valid
Tomato_Yellow_Leaf_Curl_Virus/image (3465).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3108).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1779).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1402).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2194).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2050).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (230).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2263).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1940).JPG,Tomato_Yellow_Leaf_Curl_Virus,valid
Tomato_Yellow_Leaf_Curl_Virus/image (3451).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2109).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1639).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3128).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4134).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (5243).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (2635).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (1691).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1934).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4530).JPG,Tomato_Yellow_Leaf_Curl_Virus,valid
Tomato_Yellow_Leaf_Curl_Virus/image (4741).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4466).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (13).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4488).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1881).JPG,Tomato_Yellow_Leaf_Curl_Virus,valid
Tomato_Yellow_Leaf_Curl_Virus/image (1134).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4943).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (4461).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2581).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (3042).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (623).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (664).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (1867).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4130).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1106).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3699).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2683).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4699).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2978).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1574).JPG,Tomato_Yellow_Leaf_Curl_Virus,valid
Tomato_Yellow_Leaf_Curl_Virus/image (852).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1029).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (2630).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (1807).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4180).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (1005).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1844).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (722).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3096).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (2122).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4306).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (553).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
